datas,variacao_carteira,variacao_benchmark
2019-01-01,0.10817299486841056,0.10817299486841056
2019-02-01,0.04229024518521278,-0.018594383695261563
2019-03-01,0.01650040349264674,-0.001768078339471041
2019-04-01,0.005293076121856178,0.009746077989583223
2019-05-01,0.007172588463654406,0.007172588463654387
2019-06-01,0.03436383999332937,0.0405107382826992
2019-07-01,0.008309151951511776,0.00830915195151179
2019-08-01,-0.004454209421729638,-0.006717803160510317
2019-09-01,0.025014174729045078,0.035715345139568686
2019-10-01,0.07518323638896754,0.023628812831161392
2019-11-01,-0.01813798364084819,0.009438449557456095
2019-12-01,-0.017375850302374186,0.06835356502780703
