datas,variacao_carteira,variacao_benchmark
2019-01-01,0.08915720436960585,0.10817299486841056
2019-02-01,-0.016919728277243792,-0.018594383695261563
2019-03-01,-0.0006112089829296945,-0.001768078339471041
2019-04-01,-0.00578232042831775,0.009746077989583223
2019-05-01,0.027024364846770302,0.007172588463654387
2019-06-01,0.028829325426133548,0.0405107382826992
2019-07-01,-0.02156186521381096,0.00830915195151179
2019-08-01,-0.02432970033423293,-0.006717803160510317
2019-09-01,0.01959803177341106,0.035715345139568686
2019-10-01,0.0420174531447271,0.023628812831161392
2019-11-01,-0.025043462171447213,0.009438449557456095
2019-12-01,0.023009484608271555,0.06835356502780703
