datas,variacao_carteira,variacao_benchmark
2019-01-01,0.10817299486841056,0.10817299486841056
2019-02-01,-0.018594383695261556,-0.018594383695261563
2019-03-01,-0.006634074927973133,-0.001768078339471041
2019-04-01,-0.012853614983547765,0.009746077989583223
2019-05-01,0.014264641953113612,0.007172588463654387
2019-06-01,0.034827872289620934,0.0405107382826992
2019-07-01,-0.024408084934468888,0.00830915195151179
2019-08-01,-0.01882333383546061,-0.006717803160510317
2019-09-01,0.03571534513956869,0.035715345139568686
2019-10-01,0.05924829961923151,0.023628812831161392
2019-11-01,-0.038912910472388366,0.009438449557456095
2019-12-01,0.021651578770095575,0.06835356502780703
