data,maxima,minima,abertura,fechamento_adj,variacao
2021-01-01,5.210000038146973,4.21999979019165,5.099999904632568,4.0092644691467285,-0.21386969723177324
2021-02-01,5.139999866485596,4.260000228881836,4.559999942779541,3.982712745666504,-0.12659807113092914
2021-03-01,7.190000057220459,3.950000047683716,4.550000190734863,6.106826305389404,0.3421595712951169
2021-04-01,12.319999694824219,6.929999828338623,7.090000152587891,9.939081192016602,0.40184498986065326
2021-05-01,14.949999809265137,9.869999885559082,11.170000076293945,12.576521873474121,0.125919587070123
2021-06-01,16.030000686645508,11.899999618530273,14.550000190734863,11.255692481994629,-0.22641289797631622
2021-07-01,14.149999618530273,11.069999694824219,12.300000190734863,11.547810554504395,-0.061153628013523566
2021-08-01,15.220000267028809,10.550000190734863,12.920000076293945,13.081433296203613,0.012494831188574923
2021-09-01,15.010000228881836,10.050000190734863,14.470000267028809,9.356922149658203,-0.35335715432025333
2021-10-01,11.319999694824219,8.350000381469727,10.270000457763672,7.695497989654541,-0.25068182603272615
2021-11-01,10.140000343322754,8.399999618530273,8.40999984741211,8.361892700195312,-0.00572023163967122
2021-12-01,11.479999542236328,8.880000114440918,9.40999984741211,10.123732566833496,0.07584832422900345
