data,maxima,minima,abertura,fechamento,variacao
2021-01-01,30.219999313354492,25.15999984741211,29.479999542236328,25.6299991607666,-0.130597029893226
2021-02-01,28.75,24.43000030517578,26.0,24.799999237060547,-0.046153875497671276
2021-03-01,25.65999984741211,21.829999923706055,25.010000228881836,24.649999618530273,-0.014394266575648794
2021-04-01,26.229999542236328,23.520000457763672,24.739999771118164,23.530000686645508,-0.048908613406101434
2021-05-01,24.489999771118164,21.56999969482422,23.6299991607666,23.899999618530273,0.011426172973038419
2021-06-01,26.540000915527344,22.18000030517578,24.100000381469727,23.34000015258789,-0.031535278707555264
2021-07-01,23.90999984741211,20.709999084472656,23.450000762939453,20.850000381469727,-0.11087421308654222
2021-08-01,21.489999771118164,17.899999618530273,21.149999618530273,20.219999313354492,-0.04397164642787864
2021-09-01,20.59000015258789,17.709999084472656,20.40999984741211,18.0,-0.11807936626308627
2021-10-01,18.940000534057617,14.020000457763672,18.010000228881836,14.09000015258789,-0.2176568587715849
2021-11-01,17.030000686645508,13.199999809265137,14.300000190734863,13.600000381469727,-0.04895103496003271
2021-12-01,16.65999984741211,13.15999984741211,13.760000228881836,15.760000228881836,0.14534883479159097
