data,maxima,minima,abertura,fechamento,variacao
2021-03-29,38.78499984741211,37.380001068115234,37.63999938964844,37.529998779296875,-0.002922439217196542
2021-04-05,38.94499969482422,37.06999969482422,38.14500045776367,37.755001068115234,-0.010224128587447971
2021-04-12,39.349998474121094,37.35499954223633,37.904998779296875,38.525001525878906,0.016356754163006786
2021-04-19,38.66999816894531,36.439998626708984,38.56999969482422,37.60499954223633,-0.02501944931872493
2021-04-26,38.900001525878906,34.5,37.69499969482422,35.0099983215332,-0.07122964305686637
2021-05-03,35.25,33.060001373291016,35.0,33.41999816894531,-0.04514290945870536
2021-05-10,33.5,31.270000457763672,33.41999816894531,32.099998474121094,-0.039497300034288904
2021-05-17,32.540000915527344,31.139999389648438,32.150001525878906,31.709999084472656,-0.013685922877859687
2021-05-24,34.41999816894531,31.700000762939453,31.700000762939453,34.400001525878906,0.08517352359486471
2021-05-31,34.56999969482422,33.16999816894531,34.400001525878906,33.45000076293945,-0.027616300023265216
