data,maxima,minima,abertura,fechamento,variacao
2021-03-29,34.65999984741211,33.900001525878906,34.61000061035156,34.150001525878906,-0.01329092968392131
2021-04-05,36.939998626708984,34.22999954223633,34.38999938964844,35.959999084472656,0.04565279798454421
2021-04-12,36.900001525878906,34.209999084472656,36.150001525878906,36.33000183105469,0.0049792613437906336
2021-04-19,37.68000030517578,35.400001525878906,36.290000915527344,36.95000076293945,0.018186823663862636
2021-04-26,37.95000076293945,35.970001220703125,37.189998626708984,36.97999954223633,-0.0056466548057853335
2021-05-03,38.84000015258789,35.0099983215332,36.97999954223633,38.84000015258789,0.05029747521297781
2021-05-10,40.619998931884766,37.400001525878906,38.599998474121094,39.86000061035156,0.032642543679767815
2021-05-17,43.4900016784668,38.58000183105469,40.0,41.630001068115234,0.04075002670288086
2021-05-24,43.709999084472656,41.65999984741211,42.0,42.93000030517578,0.022142864408947173
2021-05-31,45.380001068115234,42.779998779296875,43.13999938964844,44.720001220703125,0.03662498501179426
