data,maxima,minima,abertura,fechamento,variacao
2021-03-29,12.520000457763672,12.069999694824219,12.100000381469727,12.25,0.012396662297629922
2021-04-05,13.039999961853027,12.069999694824219,12.5,12.470000267028809,-0.0023999786376953124
2021-04-12,13.029999732971191,12.359999656677246,12.569999694824219,12.75,0.014319833694975949
2021-04-19,13.270000457763672,12.5,12.800000190734863,13.119999885559082,0.024999975785613422
2021-04-26,13.449999809265137,11.829999923706055,13.350000381469727,11.829999923706055,-0.11385770893860694
2021-05-03,12.3100004196167,11.720000267028809,11.949999809265137,12.15999984741211,0.017573225230025052
2021-05-10,12.420000076293945,11.609999656677246,12.149999618530273,12.130000114440918,-0.0016460497709690227
2021-05-17,12.199999809265137,11.729999542236328,12.09000015258789,11.869999885559082,-0.01819687876362161
2021-05-24,12.869999885559082,11.949999809265137,11.949999809265137,12.720000267028809,0.06443518577855299
2021-05-31,14.59000015258789,12.649999618530273,12.75,14.350000381469727,0.1254902259976256
