data,maxima,minima,abertura,fechamento,variacao
2021-03-29,30.020000457763672,28.510000228881836,28.959999084472656,28.729999542236328,-0.007941973394593299
2021-04-05,31.3799991607666,28.760000228881836,28.90999984741211,30.56999969482422,0.05741957302572262
2021-04-12,31.790000915527344,30.549999237060547,30.610000610351562,31.149999618530273,0.017641260941239457
2021-04-19,31.989999771118164,30.760000228881836,31.1299991607666,31.40999984741211,0.008994561329715519
2021-04-26,31.809999465942383,30.350000381469727,31.700000762939453,31.100000381469727,-0.01892745637316162
2021-05-03,34.45000076293945,30.829999923706055,30.979999542236328,33.97999954223633,0.09683667024946126
2021-05-10,33.779998779296875,30.149999618530273,33.70000076293945,31.010000228881836,-0.07982197249727849
2021-05-17,31.969999313354492,30.239999771118164,30.969999313354492,30.8799991607666,-0.0029060430927772703
2021-05-24,33.95000076293945,30.860000610351562,30.860000610351562,33.54999923706055,0.08716780860356371
2021-05-31,35.0,33.630001068115234,33.630001068115234,34.470001220703125,0.02497770222744057
