datas,variacao_carteira,variacao_benchmark
2020-01-01,-0.013687894754083822,-0.016350776467333034
2020-02-01,-0.09326034071750092,-0.08429074990550364
2020-03-01,-0.16732058754186319,-0.2996355265681949
2020-04-01,0.13425878427690133,0.10265576419991508
2020-05-01,0.17199804780303807,0.08573806536564763
2020-06-01,0.1019761754451447,0.08765947708678988
2020-07-01,0.08556435932997228,0.08257768614167596
2020-08-01,-0.043406445242438474,-0.03443685443044125
2020-09-01,-0.05110361674457243,-0.048087178764766265
2020-10-01,-0.015861476990171514,-0.006891886178174284
2020-11-01,0.24756237235779788,0.1587774561552869
2020-12-01,0.09830938024275745,0.09558573698081674
