,dt_ini_treinamento,dt_fin_treinamento,dt_ini_validacao,dt_fin_validacao,modelo,beta,sharpe,mod_err,erro
0,2020-10-01,2021-09-01,2021-01-01,2021-12-01,MEQ,0.956464802931107,-0.2514635540228011,0.05936264340912267,-0.05936264340912267
1,2020-10-01,2021-09-01,2021-01-01,2021-12-01,MENS,0.894809965375833,-0.3497065936126346,0.13430060845012926,-0.13430060845012926
2,2020-10-01,2021-09-01,2021-01-01,2021-12-01,DMINMAX,0.810569464045313,-0.26600792996688793,0.03544379301032918,-0.03544379301032918
3,2020-10-01,2021-09-01,2021-01-01,2021-12-01,MADD,0.8667546500148825,-0.2792015720028294,0.07389399621206016,-0.07389399621206016
4,2020-10-01,2021-09-01,2021-01-01,2021-12-01,MAD,0.9580833121968158,-0.29260344557228124,0.10276938787673595,-0.10276938787673595
5,2020-10-01,2021-09-01,2021-01-01,2021-12-01,MINMAX,0.8675784134248411,-0.22978979031186217,0.026159467680621606,-0.026159467680621606
