datas,variacao_carteira,variacao_benchmark
2022-03-28,-0.012271328859158563,0.013074891042574643
2022-04-04,-0.0048128577056240456,-0.0267091116978835
2022-04-11,-0.027934858510402328,-0.018069641649763355
2022-04-18,-0.016044010911607978,-0.04393107366029162
2022-04-25,-0.039053116505699856,-0.028817847079053268
2022-05-02,0.017008823908067003,-0.0254088026993956
2022-05-09,0.05580114905907947,0.01726778867651676
2022-05-16,0.02240684814235322,-0.001812577632607996
2022-05-23,-0.007026155004636249,0.031723502304147465
2022-05-30,-0.025731089085278925,0.004010934038447795
