datas,variacao_carteira,variacao_benchmark
abr22,-0.004894684947407764,0.013074891042574643
mai22,-0.0033326439893880608,-0.0267091116978835
jun22,-0.036352405462374636,-0.018069641649763355
jul22,-0.04720491957042229,-0.04393107366029162
ago22,-0.00010643048980810144,-0.028817847079053268
set22,-0.0013222092138407728,-0.0254088026993956
out22,0.027173552820606052,0.01726778867651676
nov22,0.031543136335612634,-0.001812577632607996
dez22,-0.013849055261224064,0.031723502304147465
jan23,-0.0005808431682140895,0.004010934038447795
