datas,variacao_carteira,variacao_benchmark
jan21,-0.02928641064056723,-0.02534782900927544
fev21,-0.0781408918034218,-0.04394706889211333
mar21,0.04050126845286441,0.05996219419099204
abr21,0.0332317089829183,0.019289461952607934
mai21,0.0915738601725371,0.061075568931745004
jun21,0.02605526300499402,0.004626915336956694
jul21,-0.07064999017416987,-0.039439441018280466
ago21,-0.050066639542302824,-0.024810554748241013
set21,-0.09997210951068722,-0.06577828659937875
out21,-0.029701501781780465,-0.06739052081456118
nov21,0.021096605943697312,-0.015447185887899222
dez21,0.022701042692717242,0.02851367793084501
