datas,variacao_carteira,variacao_benchmark
jan21,-0.046087260082727385,-0.02534782900927544
fev21,-0.08610396932548182,-0.04394706889211333
mar21,0.022812679714380852,0.05996219419099204
abr21,-0.022986581496268137,0.019289461952607934
mai21,0.03857394765200671,0.061075568931745004
jun21,-0.02667894723491967,0.004626915336956694
jul21,-0.055619950933945506,-0.039439441018280466
ago21,-0.06611155882620796,-0.024810554748241013
set21,-0.1066235931513122,-0.06577828659937875
out21,-0.09472642079228417,-0.06739052081456118
nov21,-0.05060477768598209,-0.015447185887899222
dez21,-0.0065625198157045934,0.02851367793084501
