datas,variacao_carteira,variacao_benchmark
jan21,-0.03334138202381335,-0.02534782900927544
fev21,-0.05063521010968489,-0.04394706889211333
mar21,0.04394493817424016,0.05996219419099204
abr21,0.04275908880382047,0.019289461952607934
mai21,0.0755430856957944,0.061075568931745004
jun21,0.004626915336956694,0.004626915336956694
jul21,-0.04831245465821224,-0.039439441018280466
ago21,-0.057572890613534884,-0.024810554748241013
set21,-0.126300137486843,-0.06577828659937875
out21,-0.06739052081456118,-0.06739052081456118
nov21,-0.005437078170882974,-0.015447185887899222
dez21,0.028513677930844993,0.02851367793084501
