data,maxima,minima,abertura,fechamento_adj,variacao
2021-01-01,30.950000762939453,25.850000381469727,28.719999313354492,28.017606735229492,-0.024456566675417537
2021-02-01,34.939998626708984,28.010000228881836,28.969999313354492,30.957481384277344,0.0686048366596498
2021-03-01,32.36000061035156,27.079999923706055,31.739999771118164,28.54047393798828,-0.10080421727164893
2021-04-01,31.989999771118164,28.510000228881836,28.959999084472656,30.681255340576172,0.059435646081439045
2021-05-01,34.63999938964844,30.149999618530273,30.979999542236328,34.104366302490234,0.10085109123369503
2021-06-01,38.31999969482422,33.9900016784668,34.79999923706055,37.25062942504883,0.07042040924467786
2021-07-01,38.880001068115234,34.779998779296875,37.459999084472656,34.984920501708984,-0.06607257456633531
2021-08-01,40.38999938964844,33.84000015258789,35.54999923706055,39.17994689941406,0.10210823460635489
2021-09-01,41.2400016784668,34.599998474121094,39.970001220703125,35.8040885925293,-0.10422598201012875
2021-10-01,36.77000045776367,30.190000534057617,35.970001220703125,32.49146270751953,-0.09670665541099464
2021-11-01,36.95000076293945,30.3799991607666,33.15999984741211,31.430238723754883,-0.05216408720195521
2021-12-01,33.2400016784668,27.579999923706055,31.969999313354492,28.375486373901367,-0.11243393858790691
