data,maxima,minima,abertura,fechamento_adj,variacao
2021-01-01,40.08039855957031,35.0928955078125,39.2686882019043,36.37687301635742,-0.07364175677777388
2021-02-01,38.168373107910156,32.74795913696289,37.81663131713867,32.15760803222656,-0.14964377015642358
2021-03-01,39.77375411987305,32.224857330322266,33.41536331176758,37.35931396484375,0.11802806440495194
2021-04-01,43.245452880859375,35.890907287597656,38.637359619140625,35.78485107421875,-0.07382772976828277
2021-05-01,43.70909118652344,36.409088134765625,36.79999923706055,41.53782653808594,0.1287453097622355
2021-06-01,44.68181610107422,39.227272033691406,42.909088134765625,39.256797790527344,-0.08511694149191526
2021-07-01,41.745452880859375,37.272727966308594,40.29090881347656,36.736328125,-0.08822289675649166
2021-08-01,38.92727279663086,33.890907287597656,38.172725677490234,33.854347229003906,-0.11312732774104202
2021-09-01,34.745452880859375,30.709089279174805,34.3636360168457,30.6165714263916,-0.10904156325649648
2021-10-01,33.29999923706055,27.636362075805664,31.3454532623291,28.7691593170166,-0.0821903554480957
2021-11-01,34.7599983215332,27.799999237060547,29.318180084228516,27.93456268310547,-0.04719315445733799
2021-12-01,30.3799991607666,23.850000381469727,28.899999618530273,24.1052188873291,-0.16590937005157697
