data,maxima,minima,abertura,fechamento_adj,variacao
2021-01-01,17.309999465942383,12.8100004196167,14.609999656677246,11.564330101013184,-0.20846472465672455
2021-02-01,17.600000381469727,12.960000038146973,13.449999809265137,14.227629661560059,0.05781634671542862
2021-03-01,18.899999618530273,15.850000381469727,16.489999771118164,14.981062889099121,-0.0915061796824224
2021-04-01,23.56999969482422,16.559999465942383,17.260000228881836,19.668123245239258,0.1395204510094858
2021-05-01,24.360000610351562,19.030000686645508,22.520000457763672,17.499780654907227,-0.22292272206085798
2021-06-01,20.520000457763672,17.520000457763672,20.309999465942383,16.834470748901367,-0.17112401814037917
2021-07-01,21.170000076293945,18.520000457763672,19.5,18.130107879638672,-0.07025087796724759
2021-08-01,22.43000030517578,16.75,20.920000076293945,16.296825408935547,-0.22099305212705386
2021-09-01,17.309999465942383,13.100000381469727,17.1200008392334,14.207941055297852,-0.17009694165797387
2021-10-01,17.3700008392334,13.130000114440918,16.15999984741211,12.41407585144043,-0.23180222966224584
2021-11-01,14.130000114440918,11.850000381469727,13.380000114440918,12.732625961303711,-0.04838371805681091
2021-12-01,15.890000343322754,13.350000381469727,13.960000038146973,14.259791374206543,0.02147502401435266
