datas,variacao_carteira,variacao_benchmark
abr21,-0.032343592521712865,-0.011925174033812285
mai21,-0.01132095849100555,0.020891534070205272
jun21,0.02952148274909718,0.029347022377848225
jul21,-0.01774453467836101,-0.004838336801083259
ago21,-0.015511385135413521,-0.013606119435180116
set21,0.00891069415963242,0.025951862531630676
out21,0.027903196312538996,-0.0012864845376030414
nov21,0.005146911381295798,0.005841811617984903
dez21,0.009459899916293885,0.0242185460715218
jan22,0.03719780611284501,0.03217559592548642
