datas,variacao_carteira,variacao_benchmark
abr21,-0.03287537442623638,-0.011925174033812283
mai21,-0.011470270908215268,0.020891534070205272
jun21,0.02576957267999095,0.029347022377848225
jul21,-0.019008463504766798,-0.004838336801083259
ago21,-0.01733209557731627,-0.013606119435180116
set21,0.008422381545652008,0.025951862531630673
out21,0.02972084569105977,-0.0012864845376030416
nov21,0.004961482186221536,0.005841811617984903
dez21,0.009648571254033353,0.024218546071521796
jan22,0.03349751312529325,0.03217559592548642
