datas,variacao_carteira,variacao_benchmark
jan21,-0.06032480138696096,-0.016350776467333034
fev21,-0.08841416794411044,-0.08429074990550364
mar21,0.07927849116960464,-0.2996355265681949
abr21,-0.021893084390307335,0.10265576419991508
mai21,0.07185808541596325,0.08573806536564763
jun21,-0.02641584828199089,0.08765947708678987
jul21,-0.06849246453150536,0.08257768614167596
ago21,-0.0663257649343389,-0.03443685443044125
set21,-0.10355036816645163,-0.04808717876476626
out21,-0.05013512391624103,-0.006891886178174284
nov21,-0.02264760595774906,0.1587774561552869
dez21,-0.022039689444160616,0.09558573698081674
