data,maxima,minima,abertura,fechamento,variacao
2020-09-28,21.59000015258789,20.8799991607666,21.079999923706055,21.030000686645508,-0.002371880324549667
2020-10-05,22.020000457763672,20.709999084472656,20.920000076293945,20.8700008392334,-0.00239002088327929
2020-10-12,21.280000686645508,20.3700008392334,20.8700008392334,20.770000457763672,-0.004791584928053112
2020-10-19,21.5,20.520000457763672,20.770000457763672,20.729999542236328,-0.0019258986348453212
2020-10-26,21.139999389648438,19.530000686645508,20.770000457763672,19.93000030517578,-0.04044295301273837
2020-11-02,22.290000915527344,19.59000015258789,19.93000030517578,22.190000534057617,0.11339689885980174
2020-11-09,22.969999313354492,20.639999389648438,22.850000381469727,21.139999389648438,-0.07483592837083798
2020-11-16,21.90999984741211,20.540000915527344,21.440000534057617,20.739999771118164,-0.03264928850293153
2020-11-23,22.229999542236328,20.260000228881836,20.93000030517578,22.139999389648438,0.05781170887863941
2020-11-30,22.75,21.309999465942383,22.1299991607666,22.06999969482422,-0.0027112276646062187
