data,maxima,minima,abertura,fechamento,variacao
2020-09-28,20.059999465942383,19.020000457763672,19.639999389648438,19.020000457763672,-0.03156817470226326
2020-10-05,20.700000762939453,19.239999771118164,19.360000610351562,19.799999237060547,0.02272720107631207
2020-10-12,20.3700008392334,19.31999969482422,19.799999237060547,19.329999923706055,-0.023737339972961888
2020-10-19,21.139999389648438,19.25,19.40999984741211,20.56999969482422,0.05976300136688407
2020-10-26,20.530000686645508,17.739999771118164,20.329999923706055,18.940000534057617,-0.06837183447441193
2020-11-02,20.06999969482422,18.940000534057617,18.940000534057617,19.75,0.04276660206454874
2020-11-09,23.360000610351562,21.040000915527344,21.110000610351562,22.6299991607666,0.07200371892313864
2020-11-16,24.139999389648438,22.979999542236328,23.200000762939453,23.649999618530273,0.019396501758295857
2020-11-23,26.670000076293945,24.040000915527344,24.049999237060547,25.5,0.06029109392673211
2020-11-30,26.5,24.84000015258789,25.260000228881836,25.90999984741211,0.02573236787967545
