data,maxima,minima,abertura,fechamento,variacao
2020-09-28,15.350000381469727,14.770000457763672,15.350000381469727,14.9399995803833,-0.02671014924412459
2020-10-05,15.319999694824219,14.119999885559082,15.0,14.199999809265137,-0.053333346048990884
2020-10-12,15.949999809265137,14.170000076293945,14.199999809265137,15.539999961853027,0.0943662091962547
2020-10-19,15.640000343322754,14.550000190734863,15.609999656677246,14.649999618530273,-0.061499042873862486
2020-10-26,15.100000381469727,13.609999656677246,14.75,13.770000457763672,-0.06644064693127648
2020-11-02,14.489999771118164,13.619999885559082,13.770000457763672,14.319999694824219,0.039941845953276746
2020-11-09,15.390000343322754,14.010000228881836,14.65999984741211,14.930000305175781,0.018417493899997164
2020-11-16,15.100000381469727,14.25,15.050000190734863,14.399999618530273,-0.04318940624364547
2020-11-23,15.300000190734863,14.380000114440918,14.489999771118164,14.979999542236328,0.03381640985908392
2020-11-30,15.15999984741211,14.350000381469727,15.029999732971191,14.460000038146973,-0.03792413206593843
