data,maxima,minima,abertura,fechamento,variacao
2020-01-01,24.84000015258789,22.75,22.790000915527344,23.84000015258789,0.046072803636666756
2020-02-01,26.579999923706055,23.049999237060547,23.950000762939453,24.65999984741211,0.029645054774750497
2020-03-01,26.920000076293945,15.130000114440918,24.389999389648438,17.600000381469727,-0.2783927502294449
2020-04-01,19.950000762939453,15.619999885559082,16.81999969482422,18.329999923706055,0.08977409371454906
2020-05-01,20.299999237060547,16.139999389648438,18.329999923706055,20.049999237060547,0.0938352057017758
2020-06-01,23.450000762939453,19.56999969482422,19.799999237060547,23.219999313354492,0.17272728323608103
2020-07-01,25.690000534057617,23.1200008392334,23.229999542236328,25.530000686645508,0.09900995220543861
2020-08-01,25.739999771118164,22.729999542236328,25.479999542236328,23.200000762939453,-0.08948190032411453
2020-09-01,24.3700008392334,20.90999984741211,23.459999084472656,21.18000030517578,-0.09718665252659475
2020-10-01,22.020000457763672,19.530000686645508,21.079999923706055,19.93000030517578,-0.05455406179755304
2020-11-01,22.969999313354492,19.59000015258789,19.93000030517578,21.790000915527344,0.09332667244709093
2020-12-01,23.440000534057617,20.850000381469727,21.90999984741211,23.15999984741211,0.0570515750207841
2021-01-01,23.610000610351562,21.350000381469727,23.15999984741211,22.520000457763672,-0.027633825296417298
