datas,variacao_carteira,variacao_benchmark
jan20,-0.03870837648765425,-0.016350776467333034
fev20,-0.05399326004279208,-0.08429074990550364
mar20,-0.2394273111433975,-0.2996355265681949
abr20,0.07560303194365017,0.10265576419991508
mai20,0.08889535293109323,0.08573806536564763
jun20,0.12712366695178584,0.08765947708678988
jul20,0.08275101592406722,0.08257768614167596
ago20,-0.08631544452042735,-0.03443685443044125
set20,-0.060261043287815286,-0.048087178764766265
out20,0.0028499978780699054,-0.006891886178174284
nov20,0.20391092414009623,0.1587774561552869
dez20,0.09292702406099966,0.09558573698081674
