datas,variacao_carteira,variacao_benchmark
jan20,-0.06672823001244096,-0.016350776467333034
fev20,-0.04908256930154228,-0.08429074990550364
mar20,-0.24951991310873733,-0.2996355265681949
abr20,0.055606052697294024,0.10265576419991508
mai20,0.06000395213370841,0.08573806536564763
jun20,0.1199007500458271,0.08765947708678988
jul20,0.07270164719633451,0.08257768614167596
ago20,-0.0996032062455628,-0.03443685443044125
set20,-0.05896618495484492,-0.048087178764766265
out20,0.01793486188192524,-0.006891886178174284
nov20,0.20914747239271392,0.1587774561552869
dez20,0.09160891692005112,0.09558573698081674
