datas,variacao_carteira,variacao_benchmark
jan21,-0.021367176589356517,-0.02534782900927544
fev21,-0.0237662618831731,-0.04394706889211333
mar21,0.032052399890986696,0.05996219419099204
abr21,0.03694730632919563,0.01928946195260793
mai21,0.050552207668116966,0.06107556893174501
jun21,-0.028444093189785857,0.004626915336956694
jul21,-0.05894736081365595,-0.03943944101828047
ago21,-0.09043386470858306,-0.024810554748241013
set21,-0.15708809814250668,-0.06577828659937875
out21,-0.059916744437529035,-0.06739052081456118
nov21,-0.03002841085171204,-0.015447185887899222
dez21,0.0446649198976901,0.028513677930845013
