datas,variacao_carteira,variacao_benchmark
jan21,-0.01643387694862456,-0.02534782900927544
fev21,-0.03136383370285613,-0.04394706889211333
mar21,0.021042476352706174,0.05996219419099204
abr21,0.039778025761774125,0.01928946195260793
mai21,0.05376958774105209,0.06107556893174501
jun21,-0.016000423516300613,0.004626915336956694
jul21,-0.06247453888684542,-0.03943944101828047
ago21,-0.08481064639648367,-0.024810554748241013
set21,-0.14836766413424565,-0.06577828659937875
out21,-0.054727319262400556,-0.06739052081456118
nov21,-0.021259190967800295,-0.015447185887899222
dez21,0.04820376685553916,0.028513677930845013
