datas,variacao_carteira,variacao_benchmark
2021-01-01,-0.046087260082727385,-0.02534782900927544
2021-02-01,-0.08610396932548181,-0.04394706889211333
2021-03-01,0.02281267971438087,0.05996219419099204
2021-04-01,-0.02298658149626809,0.01928946195260793
2021-05-01,0.03857394765200674,0.06107556893174501
2021-06-01,-0.02667894723491964,0.004626915336956694
2021-07-01,-0.05561995093394549,-0.03943944101828047
2021-08-01,-0.06611155882620794,-0.024810554748241013
2021-09-01,-0.10662359315131219,-0.06577828659937875
2021-10-01,-0.09472642079228413,-0.06739052081456118
2021-11-01,-0.05060477768598204,-0.015447185887899222
2021-12-01,-0.006562519815704576,0.028513677930845013
