datas,variacao_carteira,variacao_benchmark
2021-01-01,-0.042620041607170416,-0.02534782900927544
2021-02-01,-0.07185971671317408,-0.04394706889211333
2021-03-01,0.04608454639719356,0.05996219419099204
2021-04-01,0.027348473928108966,0.01928946195260793
2021-05-01,0.07777304638257021,0.06107556893174501
2021-06-01,0.010170067052285438,0.004626915336956694
2021-07-01,-0.04645448391983957,-0.03943944101828047
2021-08-01,-0.04594569513549955,-0.024810554748241013
2021-09-01,-0.10767928337053183,-0.06577828659937875
2021-10-01,-0.07573801004285474,-0.06739052081456118
2021-11-01,-0.005873392991210213,-0.015447185887899222
2021-12-01,0.011301175544329842,0.028513677930845013
