data,maxima,minima,abertura,fechamento_adj,variacao
2020-01-01,13.850000381469727,11.739999771118164,12.779999732971191,11.900386810302734,-0.06882730368132473
2020-02-01,12.526000022888184,10.14799976348877,12.020000457763672,10.9608736038208,-0.08811371161461022
2020-03-01,11.395999908447266,5.664000034332275,11.0600004196167,8.419220924377441,-0.2387684805649201
2020-04-01,11.199999809265137,7.328000068664551,8.100000381469727,10.41283130645752,0.28553466864999516
2020-05-01,11.279999732971191,9.0600004196167,10.48799991607666,10.896723747253418,0.03897061731953682
2020-06-01,12.800000190734863,10.720000267028809,10.866000175476074,12.34869384765625,0.13645257208135597
2020-07-01,13.54800033569336,11.630000114440918,12.470000267028809,12.938617706298828,0.03757958534363975
2020-08-01,13.355999946594238,12.029999732971191,13.157999992370605,12.85718059539795,-0.0228620912864478
2020-09-01,13.946000099182129,11.960000038146973,13.100000381469727,12.342734336853027,-0.0578065666080339
2020-10-01,13.708000183105469,12.26200008392334,12.449999809265137,12.814841270446777,0.029304535483617444
2020-11-01,15.137999534606934,12.859999656677246,12.87399959564209,14.353736877441406,0.11493998200063751
2020-12-01,15.779999732971191,14.25,14.479999542236328,15.189879417419434,0.04902485480834966
