data,maxima,minima,abertura,fechamento_adj,variacao
2020-01-01,60.939998626708984,51.150001525878906,51.900001525878906,51.80217742919922,-0.0018848572987210696
2020-02-01,58.400001525878906,44.11000061035156,55.029998779296875,43.32376480102539,-0.21272459091304846
2020-03-01,51.959999084472656,23.110000610351562,46.900001525878906,27.671310424804688,-0.4099934003299347
2020-04-01,36.88999938964844,22.600000381469727,28.200000762939453,28.14647102355957,-0.0018982176571509812
2020-05-01,34.720001220703125,24.020000457763672,30.209999084472656,30.65242576599121,0.014645041209086076
2020-06-01,41.81999969482422,32.130001068115234,32.900001525878906,37.50481414794922,0.13996390299399225
2020-07-01,44.400001525878906,37.290000915527344,41.099998474121094,38.69857406616211,-0.058428819881126234
2020-08-01,41.560001373291016,35.75,41.5,36.50844192504883,-0.12027850783014872
2020-09-01,41.68000030517578,34.29999923706055,38.599998474121094,33.124549865722656,-0.1418510058250232
2020-10-01,41.630001068115234,34.7400016784668,35.5,32.99295425415039,-0.07062100692534111
2020-11-01,43.5,34.209999084472656,35.099998474121094,38.491783142089844,0.09663204602329205
2020-12-01,46.0,41.099998474121094,41.599998474121094,40.32472610473633,-0.03065558692695863
