data,maxima,minima,abertura,fechamento_adj,variacao
2020-01-01,64.8499984741211,56.349998474121094,60.560001373291016,57.266021728515625,-0.05439200082693766
2020-02-01,66.7699966430664,55.95000076293945,61.0,55.153751373291016,-0.09584014142145876
2020-03-01,62.86000061035156,28.3700008392334,58.25,36.715972900390625,-0.3696828686628219
2020-04-01,43.959999084472656,33.150001525878906,37.560001373291016,37.62659454345703,0.0017729810365068343
2020-05-01,54.7400016784668,37.59000015258789,40.08000183105469,52.71929168701172,0.31535152890546747
2020-06-01,61.36000061035156,52.0,53.709999084472656,55.999691009521484,0.042630645393378325
2020-07-01,63.880001068115234,56.0,58.7400016784668,59.056861877441406,0.005394283110665378
2020-08-01,61.290000915527344,47.75,60.790000915527344,46.342899322509766,-0.2376558870774324
2020-09-01,50.599998474121094,45.709999084472656,47.9900016784668,45.42089080810547,-0.053534294238503706
2020-10-01,47.709999084472656,42.06999969482422,46.65999984741211,41.24760437011719,-0.11599647438908228
2020-11-01,47.52000045776367,41.959999084472656,42.5,43.22749328613281,0.01711748908547794
2020-12-01,48.83000183105469,42.84000015258789,45.47999954223633,43.13043212890625,-0.051661553143774415
