datas,variacao_carteira,variacao_benchmark
2021-03-29,-0.032343592521712865,-0.011925174033812285
2021-04-05,-0.01132095849100554,0.020891534070205272
2021-04-12,0.029521482749097175,0.029347022377848225
2021-04-19,-0.01774453467836101,-0.004838336801083259
2021-04-26,-0.015511385135413525,-0.013606119435180116
2021-05-03,0.008910694159632427,0.025951862531630676
2021-05-10,0.027903196312538993,-0.0012864845376030414
2021-05-17,0.005146911381295792,0.005841811617984903
2021-05-24,0.00945989991629389,0.0242185460715218
2021-05-31,0.037197806112845,0.03217559592548642
