datas,variacao_carteira,variacao_benchmark
2021-03-29,-0.019694798392290377,-0.011925174033812285
2021-04-05,0.019024014224197264,0.020891534070205272
2021-04-12,0.033830679085449206,0.029347022377848225
2021-04-19,-0.017505811159841907,-0.004838336801083259
2021-04-26,-0.020717214318297733,-0.013606119435180116
2021-05-03,0.03543237882664803,0.025951862531630676
2021-05-10,-0.02756590129461233,-0.0012864845376030414
2021-05-17,-0.02013224226521819,0.005841811617984903
2021-05-24,0.019985359769728938,0.0242185460715218
2021-05-31,0.011558928228003458,0.03217559592548642
