datas,variacao_carteira,variacao_benchmark
2021-03-29,-0.02494117618748722,-0.011925174033812285
2021-04-05,-0.022530047564304417,0.020891534070205272
2021-04-12,-0.0058930970945583515,0.029347022377848225
2021-04-19,0.013104268829106163,-0.004838336801083259
2021-04-26,-0.007657501668005687,-0.013606119435180116
2021-05-03,0.01285633330034478,0.025951862531630676
2021-05-10,0.05495433946749159,-0.0012864845376030414
2021-05-17,0.0006207732162014242,0.005841811617984903
2021-05-24,0.017021317336966,0.0242185460715218
2021-05-31,0.04716560023911229,0.03217559592548642
