datas,variacao_carteira,variacao_benchmark
2021-03-29,-0.03287537442623637,-0.011925174033812285
2021-04-05,-0.01147027090821527,0.020891534070205272
2021-04-12,0.02576957267999096,0.029347022377848225
2021-04-19,-0.01900846350476679,-0.004838336801083259
2021-04-26,-0.017332095577316263,-0.013606119435180116
2021-05-03,0.00842238154565201,0.025951862531630676
2021-05-10,0.029720845691059764,-0.0012864845376030414
2021-05-17,0.004961482186221542,0.005841811617984903
2021-05-24,0.009648571254033355,0.0242185460715218
2021-05-31,0.033497513125293255,0.03217559592548642
