datas,variacao_carteira,variacao_benchmark
2021-03-29,-0.03218119668917582,-0.011925174033812285
2021-04-05,-0.01211686305154791,0.020891534070205272
2021-04-12,0.03423411307998521,0.029347022377848225
2021-04-19,-0.016370235746554655,-0.004838336801083259
2021-04-26,-0.013881451967590702,-0.013606119435180116
2021-05-03,0.00787236191710405,0.025951862531630676
2021-05-10,0.03104546789397071,-0.0012864845376030414
2021-05-17,0.004101344378059832,0.005841811617984903
2021-05-24,0.006773513524071361,0.0242185460715218
2021-05-31,0.043092220707651514,0.03217559592548642
