datas,variacao_carteira,variacao_benchmark
jan20,-0.016350776467333038,-0.016350776467333034
fev20,-0.06289907880213591,-0.08429074990550364
mar20,-0.2796061598705937,-0.2996355265681949
abr20,0.1026557641999151,0.10265576419991508
mai20,0.08573806536564761,0.08573806536564763
jun20,0.13153145638019959,0.08765947708678988
jul20,0.09371918156801538,0.08257768614167596
ago20,-0.0707691729801672,-0.03443685443044125
set20,-0.07389713457679749,-0.048087178764766265
out20,-0.00877937559249649,-0.006891886178174284
nov20,0.1912775371062324,0.1587774561552869
dez20,0.09577169172513286,0.09558573698081674
