data,maxima,minima,abertura,fechamento,variacao
2021-06-28,31.799999237060547,29.700000762939453,30.489999771118164,31.459999084472656,0.031813687131389545
2021-07-05,31.959999084472656,29.450000762939453,31.719999313354492,30.43000030517578,-0.040668317657737346
2021-07-12,32.45000076293945,30.25,30.790000915527344,31.68000030517578,0.028905468112526506
2021-07-19,32.029998779296875,30.6299991607666,31.110000610351562,31.68000030517578,0.018322072762498007
2021-07-26,32.72999954223633,28.799999237060547,31.700000762939453,29.149999618530273,-0.0804416745437556
2021-08-02,30.479999542236328,28.360000610351562,29.899999618530273,30.06999969482422,0.005685621353272165
2021-08-09,32.650001525878906,28.579999923706055,30.18000030517578,29.690000534057617,-0.01623591007830873
2021-08-16,29.600000381469727,26.729999542236328,29.579999923706055,28.329999923706055,-0.04225828273238848
2021-08-23,29.209999084472656,27.719999313354492,28.489999771118164,29.209999084472656,0.025272001373773053
2021-08-30,29.389999389648438,27.31999969482422,29.270000457763672,27.6299991607666,-0.05603010834808753
