data,maxima,minima,abertura,fechamento,variacao
2021-06-28,23.636362075805664,22.836362838745117,23.39090919494629,23.636362075805664,0.01049351604136902
2021-07-05,22.863636016845703,22.03636360168457,22.763635635375977,22.35454559326172,-0.01797120849529452
2021-07-12,23.62727165222168,22.118181228637695,22.472726821899414,22.654544830322266,0.008090607333226335
2021-07-19,22.372726440429688,21.600000381469727,21.918180465698242,21.77272605895996,-0.00663624459913158
2021-07-26,22.799999237060547,21.672727584838867,21.745454788208008,22.045454025268555,0.013795951383055397
2021-08-02,22.836362838745117,20.954544067382812,22.372726440429688,21.55454444885254,-0.03657050890760521
2021-08-09,21.881818771362305,20.763635635375977,21.454544067382812,21.118181228637695,-0.015677929938230997
2021-08-16,21.263635635375977,20.381818771362305,21.045454025268555,20.563636779785156,-0.022894124541333105
2021-08-23,21.381818771362305,20.527271270751953,20.68181800842285,21.154544830322266,0.022857121250505732
2021-08-30,21.363636016845703,20.154544830322266,21.09090805053711,20.254545211791992,-0.03965513655178152
