datas,variacao_carteira,variacao_benchmark
out21,0.02535185499976236,0.017300414489097134
nov21,-0.012073298779664397,-0.0005934455270150575
dez21,0.026220586135999067,0.01607671446549799
jan22,-0.04329882750224136,-0.07284098144739941
fev22,-0.04249927474442446,-0.026312818679561232
mar22,-0.009850235268390933,0.012655293003844893
abr22,0.051961150269290685,0.01419522246813707
mai22,-0.02572082972355931,-0.031043108636774
jun22,-0.008511796815341054,-0.007880740711984163
jul22,-0.012204632606377386,0.021902237178044938
