datas,variacao_carteira,variacao_benchmark
out21,0.023187761284214375,0.017300414489097134
nov21,-0.013273507513784354,-0.0005934455270150575
dez21,0.020724545853192108,0.01607671446549799
jan22,-0.04222697692964989,-0.07284098144739941
fev22,-0.029319028400072573,-0.026312818679561232
mar22,-0.015917589803252027,0.012655293003844893
abr22,0.029820288719631785,0.01419522246813707
mai22,-0.03056726731646535,-0.031043108636774
jun22,0.007916386863322217,-0.007880740711984163
jul22,-0.009087899988347923,0.021902237178044938
