datas,variacao
jan21,-0.030882554455779542
fev21,-0.07821650945179258
mar21,0.04133222391014021
abr21,0.032416717440395315
mai21,0.09062041659387392
jun21,0.02495241177655915
jul21,-0.06825890120548586
ago21,-0.04915224810539508
set21,-0.100047727159058
out21,-0.03418115605812474
nov21,0.01882225467178003
dez21,0.021087987595963715
