datas,variacao
jan21,-0.03237107714659294
fev21,-0.05248059336512176
mar21,0.04028790677262235
abr21,0.04056195767718259
mai21,0.07366891868420102
jun21,0.004626915336956694
jul21,-0.049597142045234896
ago21,-0.05800635126704677
set21,-0.1249910153177129
out21,-0.06739052081456118
nov21,-0.006511649570029603
dez21,0.02851367793084499
