datas,variacao
jan21,-0.02928641064056723
fev21,-0.0781408918034218
mar21,0.04050126845286441
abr21,0.0332317089829183
mai21,0.0915738601725371
jun21,0.02605526300499402
jul21,-0.07064999017416987
ago21,-0.050066639542302824
set21,-0.09997210951068722
out21,-0.029701501781780465
nov21,0.021096605943697312
dez21,0.022701042692717242
