datas,variacao
jan21,-0.03334138202381333
fev21,-0.050635210109684886
mar21,0.04394493817424014
abr21,0.042759088803820504
mai21,0.0755430856957944
jun21,0.004626915336956694
jul21,-0.04831245465821225
ago21,-0.0575728906135349
set21,-0.12630013748684302
out21,-0.06739052081456118
nov21,-0.005437078170882974
dez21,0.02851367793084502
