datas,variacao
jan21,-0.0837036605220787
fev21,-0.14787891572813386
mar21,0.0697633045856904
abr21,-0.02410336303479315
mai21,0.09417665891698321
jun21,0.03211522273230522
jul21,-0.03268043120489243
ago21,0.0023662948893127494
set21,-0.03962116903709856
out21,-0.11053296041646553
nov21,-0.0036826003545605973
dez21,-0.05691625608950182
